image_name,"x1, y1, confidence1","x2, y2, confidence2","x3, y3, confidence3","x4, y4, confidence4","x5, y5, confidence5","x6, y6, confidence6","x7, y7, confidence7","x8, y8, confidence8","x9, y9, confidence9","x10, y10, confidence10","x11, y11, confidence11","x12, y12, confidence12","x13, y13, confidence13","x14, y14, confidence14","x15, y15, confidence15","x16, y16, confidence16","x17, y17, confidence17",Ωˆ,ß§,§U√€,•b√€,Ø∏•ﬂ
detected_0286.jpg,"(0.49378937, 0.3328696, 0.893836498260498)","(0.495053, 0.31876191, 0.9473340511322021)","(0.0, 0.0, 0.28651541471481323)","(0.52649057, 0.2835683, 0.9459222555160522)","(0.0, 0.0, 0.03513551503419876)","(0.595769, 0.30349076, 0.9941733479499817)","(0.5651862, 0.30244416, 0.857980489730835)","(0.580902, 0.44561896, 0.9905641078948975)","(0.5656188, 0.41888696, 0.5769235491752625)","(0.5078614, 0.5006596, 0.9742194414138794)","(0.522981, 0.4709497, 0.6296611428260803)","(0.69316655, 0.4242343, 0.9894997477531433)","(0.6655296, 0.41726145, 0.9595932960510254)","(0.5926164, 0.42391223, 0.9928783774375916)","(0.54457253, 0.40801296, 0.9696121215820312)","(0.6376371, 0.5685741, 0.9825396537780762)","(0.57517123, 0.53970236, 0.9614062309265137)",,,1,,
detected_0300.jpg,"(0.30335402, 0.38498074, 0.6719796657562256)","(0.30203637, 0.37508613, 0.6400542259216309)","(0.0, 0.0, 0.23618651926517487)","(0.30482024, 0.34283185, 0.8191061615943909)","(0.0, 0.0, 0.1732250601053238)","(0.3265341, 0.34646314, 0.9861640334129333)","(0.37068936, 0.34361228, 0.9220555424690247)","(0.3598551, 0.45776972, 0.9568427801132202)","(0.40158305, 0.44907552, 0.7288343906402588)","(0.38901109, 0.5561029, 0.9124729037284851)","(0.40151867, 0.5442729, 0.713072657585144)","(0.45730916, 0.39111823, 0.9900848865509033)","(0.49209708, 0.3940969, 0.9802725911140442)","(0.44642463, 0.5138475, 0.99397873878479)","(0.5198159, 0.49787417, 0.9884408712387085)","(0.4950892, 0.63894284, 0.9818230867385864)","(0.588946, 0.6066462, 0.9769148826599121)",,,,,
detected_0307.jpg,"(0.94601995, 0.35461646, 0.5871886014938354)","(0.0, 0.0, 0.15590885281562805)","(0.94627583, 0.34697914, 0.7334470152854919)","(0.0, 0.0, 0.306439071893692)","(0.9397063, 0.33526742, 0.9481533169746399)","(0.82551587, 0.3212895, 0.918220579624176)","(0.9043738, 0.351341, 0.9806802272796631)","(0.0, 0.0, 0.4761207699775696)","(0.8375589, 0.4564279, 0.8391973376274109)","(0.0, 0.0, 0.3094722032546997)","(0.8100704, 0.4680817, 0.5892683863639832)","(0.67369497, 0.3865691, 0.9397882223129272)","(0.72690356, 0.39505047, 0.9620393514633179)","(0.72012615, 0.48298454, 0.9664389491081238)","(0.80981004, 0.49748024, 0.979931652545929)","(0.71548873, 0.58813494, 0.9361215829849243)","(0.79426074, 0.6024685, 0.9503870010375977)",,,,,
detected_0308.jpg,"(0.0, 0.0, 0.344110369682312)","(0.0, 0.0, 0.06430883705615997)","(0.99489564, 0.34693962, 0.5015993714332581)","(0.0, 0.0, 0.1503792256116867)","(0.98816806, 0.3371931, 0.8635549545288086)","(0.8845998, 0.33057544, 0.7962374091148376)","(0.94663906, 0.35500354, 0.9517427086830139)","(0.0, 0.0, 0.3371179401874542)","(0.8795562, 0.47112244, 0.7902274131774902)","(0.0, 0.0, 0.23925185203552246)","(0.87224615, 0.5185958, 0.5328788757324219)","(0.71855617, 0.39373714, 0.9271771907806396)","(0.76236594, 0.40054172, 0.9564971327781677)","(0.7702719, 0.48956925, 0.972445011138916)","(0.8559759, 0.506891, 0.984649121761322)","(0.75384486, 0.60453147, 0.9600368142127991)","(0.83068943, 0.6262467, 0.9695214629173279)",,,,,
detected_0318.jpg,"(0.4991629, 0.41531578, 0.8931862711906433)","(0.50993645, 0.40463957, 0.5580113530158997)","(0.49150363, 0.40227485, 0.8923985362052917)","(0.0, 0.0, 0.17724250257015228)","(0.45729342, 0.3857668, 0.8372558355331421)","(0.47241062, 0.38975632, 0.9523429274559021)","(0.39534357, 0.4014451, 0.9874336123466492)","(0.4717048, 0.44403872, 0.8694241046905518)","(0.3617669, 0.48714724, 0.9745240807533264)","(0.48105803, 0.5073599, 0.8515564203262329)","(0.3770646, 0.5728999, 0.9451146721839905)","(0.36394054, 0.42594963, 0.9877544045448303)","(0.3062423, 0.43151528, 0.9920060038566589)","(0.40811872, 0.5159629, 0.9573434591293335)","(0.32816076, 0.5294095, 0.9759863018989563)","(0.38318443, 0.57204306, 0.8280869126319885)","(0.28521007, 0.5933393, 0.8758477568626404)",,,,,
detected_0346.jpg,"(0.33474803, 0.2989595, 0.8111404776573181)","(0.0, 0.0, 0.2716512084007263)","(0.3307108, 0.2907014, 0.8941934704780579)","(0.0, 0.0, 0.16159909963607788)","(0.31123987, 0.29358816, 0.9554458260536194)","(0.29732382, 0.33773205, 0.9022201299667358)","(0.30617136, 0.3449443, 0.9932664632797241)","(0.0, 0.0, 0.4281303584575653)","(0.3248909, 0.4154756, 0.9749005436897278)","(0.0, 0.0, 0.3766394853591919)","(0.36572748, 0.43754897, 0.9198924899101257)","(0.32306588, 0.46979704, 0.9835327863693237)","(0.3289581, 0.4763392, 0.9957718253135681)","(0.3470319, 0.5743116, 0.9889664053916931)","(0.36289322, 0.5806523, 0.9972856044769287)","(0.3547859, 0.6780679, 0.9797059893608093)","(0.3751112, 0.68646014, 0.9917455315589905)",,,,,
detected_0368.jpg,"(0.6640394, 0.14892021, 0.9426444172859192)","(0.67401123, 0.13050976, 0.9160118103027344)","(0.6642518, 0.1394002, 0.6044782996177673)","(0.71847963, 0.117936134, 0.8604252338409424)","(0.0, 0.0, 0.1565856635570526)","(0.7743226, 0.18320568, 0.9937491416931152)","(0.71534234, 0.20701882, 0.971632182598114)","(0.8261833, 0.27759704, 0.9871984124183655)","(0.71274155, 0.31727725, 0.9317601919174194)","(0.7867265, 0.34375417, 0.9745699763298035)","(0.6594001, 0.40583953, 0.9284705519676208)","(0.80561036, 0.42399865, 0.9992291927337646)","(0.75711536, 0.43736738, 0.998755931854248)","(0.8627985, 0.6211482, 0.9986936450004578)","(0.772477, 0.65335464, 0.9983090162277222)","(0.9660333, 0.7704992, 0.9846082329750061)","(0.8081207, 0.81920403, 0.9836665391921997)",,,,,
detected_0393.jpg,"(0.37068972, 0.20043859, 0.7575812935829163)","(0.0, 0.0, 0.09282004088163376)","(0.3620132, 0.18450093, 0.8827822208404541)","(0.0, 0.0, 0.04547633230686188)","(0.33739012, 0.19634566, 0.9740803837776184)","(0.25333288, 0.25917158, 0.8857742547988892)","(0.3240766, 0.29002517, 0.9779938459396362)","(0.0, 0.0, 0.38451680541038513)","(0.33788222, 0.42949787, 0.9254012703895569)","(0.0, 0.0, 0.4268084764480591)","(0.3772025, 0.3876586, 0.8805047869682312)","(0.18285544, 0.49852413, 0.8633404970169067)","(0.23022923, 0.51595825, 0.9323534965515137)","(0.34330428, 0.4249671, 0.9180061221122742)","(0.4011976, 0.45388946, 0.9693518280982971)","(0.25772274, 0.56833726, 0.9061291217803955)","(0.27639815, 0.60090184, 0.9415174722671509)",,,1,,
detected_0394.jpg,"(0.34876972, 0.22441383, 0.7438324689865112)","(0.0, 0.0, 0.10482457280158997)","(0.3408612, 0.21065784, 0.8677983283996582)","(0.0, 0.0, 0.0600285604596138)","(0.31668463, 0.22145021, 0.967070996761322)","(0.23642805, 0.27521843, 0.8817591667175293)","(0.31360537, 0.3059929, 0.9754968881607056)","(0.0, 0.0, 0.3781176209449768)","(0.33153003, 0.43369618, 0.9166545271873474)","(0.0, 0.0, 0.4103699326515198)","(0.36609203, 0.39544103, 0.8662915825843811)","(0.19147938, 0.4970161, 0.8510924577713013)","(0.2430247, 0.5155641, 0.9258315563201904)","(0.33415154, 0.42486292, 0.9068508744239807)","(0.39903578, 0.45851135, 0.9643239974975586)","(0.25721982, 0.55317116, 0.899333119392395)","(0.29425162, 0.59309405, 0.9373646974563599)",,,1,,
detected_0395.jpg,"(0.6258528, 0.19887857, 0.7424572706222534)","(0.6315838, 0.18527575, 0.9168388843536377)","(0.0, 0.0, 0.04552384838461876)","(0.6595906, 0.1903424, 0.9906314611434937)","(0.0, 0.0, 0.04855123907327652)","(0.6884726, 0.28605336, 0.9972930550575256)","(0.76586163, 0.24441501, 0.8932865858078003)","(0.670727, 0.4265685, 0.9915088415145874)","(0.0, 0.0, 0.29761385917663574)","(0.63663423, 0.3880306, 0.9687708616256714)","(0.0, 0.0, 0.3419506847858429)","(0.7860337, 0.4973399, 0.9740417003631592)","(0.8411039, 0.4779117, 0.8735451102256775)","(0.61817324, 0.4531564, 0.976764976978302)","(0.67149276, 0.4312523, 0.8668696880340576)","(0.7453729, 0.5932409, 0.9249134659767151)","(0.7838652, 0.5649486, 0.816371738910675)",,,1,,
detected_0406.jpg,"(0.31122345, 0.0040907385, 0.7069596648216248)","(0.0, 0.0, 0.48582723736763)","(0.0, 0.0, 0.33434733748435974)","(0.0, 0.0, 0.3990444242954254)","(0.0, 0.0, 0.16590964794158936)","(0.35087928, 0.041072797, 0.9730057120323181)","(0.2799421, 0.036997914, 0.9495761394500732)","(0.36563602, 0.1195731, 0.9754109382629395)","(0.2561331, 0.10879581, 0.9388595819473267)","(0.3568217, 0.18947344, 0.963296115398407)","(0.24649127, 0.17387848, 0.926967978477478)","(0.32598653, 0.18062308, 0.9970040917396545)","(0.27705115, 0.17594911, 0.9958576560020447)","(0.33028838, 0.2826808, 0.9931081533432007)","(0.25485125, 0.27225992, 0.9907943606376648)","(0.32810882, 0.3811314, 0.9649366140365601)","(0.22877721, 0.367601, 0.9587836265563965)",,,,,
detected_0407.jpg,"(0.4412508, 0.5047474, 0.9371418952941895)","(0.44724888, 0.485325, 0.5408226251602173)","(0.4233512, 0.49649063, 0.9210430979728699)","(0.0, 0.0, 0.0716099813580513)","(0.38454202, 0.4724813, 0.8459003567695618)","(0.44624257, 0.42553264, 0.972700297832489)","(0.32478407, 0.49366593, 0.9861211180686951)","(0.5432116, 0.4848551, 0.9368388652801514)","(0.3549769, 0.6672222, 0.969937264919281)","(0.6365675, 0.53403413, 0.9395599961280823)","(0.43798572, 0.7394496, 0.9544462561607361)","(0.31463546, 0.4892119, 0.9892820119857788)","(0.23678455, 0.5236561, 0.9896094799041748)","(0.38061106, 0.5929655, 0.9842930436134338)","(0.31208986, 0.6507224, 0.988032341003418)","(0.36828786, 0.69996804, 0.9258650541305542)","(0.31498846, 0.76144445, 0.9303171038627625)",,,1,,
detected_0418.jpg,"(0.52534187, 0.4034856, 0.9877084493637085)","(0.53589433, 0.39270568, 0.9549742937088013)","(0.5154218, 0.39307365, 0.9632224440574646)","(0.55441207, 0.38507384, 0.7186673879623413)","(0.50280386, 0.3865212, 0.7521945834159851)","(0.56620187, 0.42219695, 0.9940034747123718)","(0.49004087, 0.42934385, 0.9950224161148071)","(0.5855478, 0.48778367, 0.9778454899787903)","(0.4673655, 0.51641595, 0.9824527502059937)","(0.6213644, 0.5003836, 0.9666966795921326)","(0.43877608, 0.5750088, 0.9739155173301697)","(0.5847074, 0.5429667, 0.9946656227111816)","(0.53174806, 0.55186, 0.9952216744422913)","(0.6546334, 0.5184058, 0.9916979074478149)","(0.5639846, 0.52068526, 0.9929914474487305)","(0.70067024, 0.62544286, 0.981230616569519)","(0.6015827, 0.631064, 0.9841319918632507)",,,,,
detected_0470.jpg,"(0.18658428, 0.495406, 0.7840085029602051)","(0.0, 0.0, 0.21293966472148895)","(0.18340944, 0.48606592, 0.9070714116096497)","(0.0, 0.0, 0.1082085594534874)","(0.15722781, 0.46659833, 0.9522485733032227)","(0.10520754, 0.4751088, 0.7652435302734375)","(0.117165744, 0.49373865, 0.9787757992744446)","(0.0, 0.0, 0.2484082579612732)","(0.1022896, 0.60606813, 0.9197842478752136)","(0.0, 0.0, 0.25613126158714294)","(0.1151554, 0.7017716, 0.7843819260597229)","(0.010029281, 0.58842504, 0.8620626330375671)","(0.021582674, 0.59706736, 0.9523296356201172)","(0.038408674, 0.6860397, 0.907615602016449)","(0.075394355, 0.7058359, 0.9678735136985779)","(0.04899658, 0.78632104, 0.8609555959701538)","(0.094862334, 0.82041323, 0.9190747737884521)",,,,,
detected_0503.jpg,"(0.42738795, 0.05372728, 0.9807448387145996)","(0.43452755, 0.047188006, 0.9278076887130737)","(0.42113343, 0.04736092, 0.9589625000953674)","(0.44597158, 0.04479306, 0.7046325206756592)","(0.4133439, 0.044936895, 0.8437029719352722)","(0.45835644, 0.081916906, 0.9913015961647034)","(0.39627534, 0.08005713, 0.9970307350158691)","(0.46417063, 0.13113947, 0.9548813700675964)","(0.37196225, 0.12866178, 0.9879472851753235)","(0.46441382, 0.17012098, 0.9330937266349792)","(0.3831217, 0.17454329, 0.9749710559844971)","(0.44614157, 0.19252735, 0.9965324401855469)","(0.40647197, 0.19184451, 0.9979079961776733)","(0.44460812, 0.2692286, 0.991375744342804)","(0.4065784, 0.26584578, 0.9950301647186279)","(0.44573984, 0.34106264, 0.9668086171150208)","(0.4121975, 0.33841568, 0.9773833751678467)",,,,,
detected_0518.jpg,"(0.3540952, 0.20690528, 0.9885314702987671)","(0.36371422, 0.19502454, 0.9501348733901978)","(0.33941638, 0.1971287, 0.9715728759765625)","(0.37612772, 0.20345517, 0.6358870267868042)","(0.31447238, 0.20847014, 0.8388476967811584)","(0.39440247, 0.27707314, 0.9936040043830872)","(0.30080968, 0.2887786, 0.9950249791145325)","(0.42812032, 0.3515638, 0.9662519097328186)","(0.28769928, 0.38797972, 0.9748820066452026)","(0.45551807, 0.39425808, 0.9497182965278625)","(0.3040904, 0.45517406, 0.9650987982749939)","(0.41168174, 0.4704818, 0.9980637431144714)","(0.35157818, 0.47926688, 0.9982965588569641)","(0.4160753, 0.63519645, 0.9952648878097534)","(0.37207955, 0.6445179, 0.9960466027259827)","(0.4356107, 0.773347, 0.9606741666793823)","(0.3937963, 0.77965134, 0.9654955863952637)",,,,,
detected_0591.jpg,"(0.8298445, 0.27804732, 0.9781044125556946)","(0.83913624, 0.2728542, 0.9421634674072266)","(0.82395613, 0.27068517, 0.9575583934783936)","(0.85046005, 0.277065, 0.7524886727333069)","(0.8117256, 0.270957, 0.8239946961402893)","(0.8577536, 0.31458077, 0.9890819787979126)","(0.79448783, 0.3078021, 0.9930930137634277)","(0.8723385, 0.3584261, 0.9306614398956299)","(0.7685789, 0.34381768, 0.9611262679100037)","(0.8729478, 0.40467352, 0.8692584037780762)","(0.7696834, 0.37550628, 0.9189705848693848)","(0.8463861, 0.39251977, 0.9895909428596497)","(0.80746746, 0.39058906, 0.9914617538452148)","(0.84149694, 0.4552372, 0.9635121822357178)","(0.80166847, 0.45583296, 0.9716659784317017)","(0.8325065, 0.50766313, 0.8770272731781006)","(0.8099855, 0.5119312, 0.895511269569397)",,,,,
detected_0592.jpg,"(0.0, 0.0, 0.09470852464437485)","(0.0, 0.0, 0.048113856464624405)","(0.0, 0.0, 0.030186906456947327)","(0.49465483, 0.19000134, 0.7381770610809326)","(0.0, 0.0, 0.46229299902915955)","(0.47107983, 0.23821533, 0.9822040796279907)","(0.56763524, 0.24056864, 0.970578134059906)","(0.4463111, 0.30367517, 0.9225315451622009)","(0.5826113, 0.31800818, 0.8634071350097656)","(0.47103953, 0.32483315, 0.7577406764030457)","(0.57299733, 0.36699212, 0.6510964035987854)","(0.48796853, 0.37341484, 0.997878909111023)","(0.554328, 0.3730896, 0.9973540306091309)","(0.46736503, 0.45533857, 0.9973108768463135)","(0.53134096, 0.45743355, 0.9968673586845398)","(0.46284524, 0.544504, 0.9904682040214539)","(0.5326816, 0.55240536, 0.9896412491798401)",,,,,
detected_0610.jpg,"(0.0, 0.0, 0.00022309321502689272)","(0.0, 0.0, 5.518549733096734e-05)","(0.0, 0.0, 5.4114967497298494e-05)","(0.0, 0.0, 0.000982167897745967)","(0.0, 0.0, 0.0007344826008193195)","(0.0, 0.0, 0.10690683126449585)","(0.0, 0.0, 0.11131014674901962)","(0.4332076, 0.018838923, 0.8253992199897766)","(0.2906345, 0.009512031, 0.8178009390830994)","(0.42385894, 0.07893982, 0.8852640390396118)","(0.29504427, 0.05987709, 0.8767784833908081)","(0.38761723, 0.0757771, 0.9963083863258362)","(0.3234225, 0.07286477, 0.9961624145507812)","(0.37075225, 0.19988775, 0.9946574568748474)","(0.29667097, 0.19748671, 0.9945567846298218)","(0.347564, 0.31346598, 0.9712333083152771)","(0.2746312, 0.30912393, 0.9706816077232361)",,,,,
detected_0616.jpg,"(0.4054789, 0.039648484, 0.9758964776992798)","(0.4170784, 0.017045688, 0.9140034914016724)","(0.3807369, 0.024313878, 0.9125078320503235)","(0.4447028, 0.004683113, 0.6548376083374023)","(0.35130632, 0.02506504, 0.5750322937965393)","(0.4976624, 0.06644066, 0.9959062337875366)","(0.35313454, 0.08962941, 0.9906764030456543)","(0.5579044, 0.14245276, 0.9861620664596558)","(0.34042874, 0.22532406, 0.9706279039382935)","(0.5204259, 0.07435055, 0.9780532121658325)","(0.3578592, 0.35085234, 0.9594171047210693)","(0.50103587, 0.2267749, 0.9975307583808899)","(0.40779757, 0.23393366, 0.9967707395553589)","(0.49309492, 0.32606453, 0.9910647869110107)","(0.40067157, 0.33531573, 0.9890618920326233)","(0.48387915, 0.40835905, 0.9312193393707275)","(0.39770302, 0.4229142, 0.9223698377609253)",,,1,,
detected_0617.jpg,"(0.6040873, 0.027096773, 0.9517588019371033)","(0.6253573, 0.010619712, 0.8965201377868652)","(0.589315, 0.008269, 0.8285890221595764)","(0.6571968, 0.013417768, 0.7072540521621704)","(0.0, 0.0, 0.42663246393203735)","(0.6644515, 0.0927403, 0.9904760122299194)","(0.5264113, 0.057234585, 0.9851579070091248)","(0.6681595, 0.23418316, 0.9760848879814148)","(0.46958542, 0.13132736, 0.9487377405166626)","(0.6549058, 0.35200906, 0.9587113261222839)","(0.4627934, 0.20993924, 0.933135986328125)","(0.6009117, 0.22268724, 0.9970023036003113)","(0.5122712, 0.2093608, 0.9959889054298401)","(0.6166675, 0.320504, 0.9921002984046936)","(0.5140368, 0.31108764, 0.9901532530784607)","(0.62595713, 0.40436426, 0.9587959051132202)","(0.53084123, 0.4058571, 0.95339435338974)",,,1,,
