image_name,"x1, y1, confidence1","x2, y2, confidence2","x3, y3, confidence3","x4, y4, confidence4","x5, y5, confidence5","x6, y6, confidence6","x7, y7, confidence7","x8, y8, confidence8","x9, y9, confidence9","x10, y10, confidence10","x11, y11, confidence11","x12, y12, confidence12","x13, y13, confidence13","x14, y14, confidence14","x15, y15, confidence15","x16, y16, confidence16","x17, y17, confidence17",Y
detected_0050.jpg,"(tensor(0.7487), tensor(0.3821), 0.7907484769821167)","(tensor(0.), tensor(0.), 0.48982420563697815)","(tensor(0.7501), tensor(0.3634), 0.5133212804794312)","(tensor(0.), tensor(0.), 0.19661815464496613)","(tensor(0.), tensor(0.), 0.31016841530799866)","(tensor(0.6760), tensor(0.4509), 0.9657185673713684)","(tensor(0.6547), tensor(0.3572), 0.9098824858665466)","(tensor(0.5876), tensor(0.5827), 0.9240317940711975)","(tensor(0.5413), tensor(0.3948), 0.7897987961769104)","(tensor(0.5304), tensor(0.4697), 0.9356986880302429)","(tensor(0.4646), tensor(0.3782), 0.8054493069648743)","(tensor(0.4150), tensor(0.4946), 0.9693655967712402)","(tensor(0.4041), tensor(0.4352), 0.9450979232788086)","(tensor(0.2699), tensor(0.4298), 0.965809166431427)","(tensor(0.2902), tensor(0.3758), 0.9339142441749573)","(tensor(0.1716), tensor(0.4553), 0.9207526445388794)","(tensor(0.1729), tensor(0.4242), 0.8663081526756287)",1
detected_0051.jpg,"(tensor(0.2620), tensor(0.2046), 0.9221298694610596)","(tensor(0.2787), tensor(0.1897), 0.792161226272583)","(tensor(0.2474), tensor(0.1858), 0.9204396605491638)","(tensor(0.), tensor(0.), 0.16642139852046967)","(tensor(0.2068), tensor(0.1651), 0.6606163382530212)","(tensor(0.2716), tensor(0.2114), 0.8263427019119263)","(tensor(0.1504), tensor(0.2025), 0.8853182196617126)","(tensor(0.2806), tensor(0.2820), 0.663162887096405)","(tensor(0.1150), tensor(0.2758), 0.7471197247505188)","(tensor(0.2669), tensor(0.3825), 0.6630229353904724)","(tensor(0.1843), tensor(0.3877), 0.7399253249168396)","(tensor(0.2049), tensor(0.3455), 0.9717640280723572)","(tensor(0.1188), tensor(0.3501), 0.9719460606575012)","(tensor(0.2577), tensor(0.4414), 0.9624208211898804)","(tensor(0.1136), tensor(0.4818), 0.966529905796051)","(tensor(0.2321), tensor(0.5091), 0.9215092062950134)","(tensor(0.0662), tensor(0.5804), 0.9168074131011963)",0
detected_0055.jpg,"(tensor(0.5710), tensor(0.2886), 0.9265345931053162)","(tensor(0.5802), tensor(0.2724), 0.6369314789772034)","(tensor(0.5604), tensor(0.2731), 0.9292929172515869)","(tensor(0.), tensor(0.), 0.14566859602928162)","(tensor(0.5302), tensor(0.2558), 0.8634612560272217)","(tensor(0.5449), tensor(0.2949), 0.9253909587860107)","(tensor(0.4587), tensor(0.2695), 0.9820117950439453)","(tensor(0.5122), tensor(0.4283), 0.7702776193618774)","(tensor(0.3770), tensor(0.3690), 0.9519322514533997)","(tensor(0.5289), tensor(0.5353), 0.7352463603019714)","(tensor(0.4548), tensor(0.3988), 0.9299806952476501)","(tensor(0.4253), tensor(0.3597), 0.9374192953109741)","(tensor(0.3680), tensor(0.3538), 0.9590936303138733)","(tensor(0.4926), tensor(0.4377), 0.8948945999145508)","(tensor(0.4393), tensor(0.4316), 0.9364132285118103)","(tensor(0.4881), tensor(0.5885), 0.6895596981048584)","(tensor(0.4341), tensor(0.5726), 0.7526253461837769)",0
detected_0070.jpg,"(tensor(0.4201), tensor(0.2246), 0.9913103580474854)","(tensor(0.4415), tensor(0.2075), 0.9869717955589294)","(tensor(0.4104), tensor(0.2065), 0.9432083964347839)","(tensor(0.4970), tensor(0.2126), 0.9151772260665894)","(tensor(0.), tensor(0.), 0.23468318581581116)","(tensor(0.5525), tensor(0.2829), 0.9832163453102112)","(tensor(0.4157), tensor(0.2981), 0.9764240980148315)","(tensor(0.5664), tensor(0.3742), 0.9236330389976501)","(tensor(0.4292), tensor(0.4062), 0.9204907417297363)","(tensor(0.4737), tensor(0.3776), 0.9311302304267883)","(tensor(0.4724), tensor(0.4260), 0.8970829248428345)","(tensor(0.5115), tensor(0.5072), 0.9889842867851257)","(tensor(0.4056), tensor(0.4969), 0.9880256056785583)","(tensor(0.4877), tensor(0.4368), 0.9894395470619202)","(tensor(0.2830), tensor(0.4339), 0.9896867871284485)","(tensor(0.3714), tensor(0.5997), 0.9770817160606384)","(tensor(0.1807), tensor(0.6189), 0.9775289297103882)",1
detected_0078.jpg,"(tensor(0.), tensor(0.), 0.04675816744565964)","(tensor(0.), tensor(0.), 0.09949434548616409)","(tensor(0.), tensor(0.), 0.005192621145397425)","(tensor(0.5989), tensor(0.9032), 0.9537083506584167)","(tensor(0.), tensor(0.), 0.26158085465431213)","(tensor(0.5862), tensor(0.9518), 0.7457091212272644)","(tensor(0.6825), tensor(0.9316), 0.683193564414978)","(tensor(0.), tensor(0.), 0.1644906997680664)","(tensor(0.), tensor(0.), 0.08238983899354935)","(tensor(0.), tensor(0.), 0.052321597933769226)","(tensor(0.), tensor(0.), 0.031905725598335266)","(tensor(0.), tensor(0.), 0.03945805877447128)","(tensor(0.), tensor(0.), 0.04312076419591904)","(tensor(0.), tensor(0.), 0.010077639482915401)","(tensor(0.), tensor(0.), 0.009354189038276672)","(tensor(0.), tensor(0.), 0.015955012291669846)","(tensor(0.), tensor(0.), 0.01576036959886551)",1
detected_0079.jpg,"(tensor(0.3230), tensor(0.2214), 0.8942422866821289)","(tensor(0.), tensor(0.), 0.41825607419013977)","(tensor(0.3136), tensor(0.2097), 0.8500030636787415)","(tensor(0.), tensor(0.), 0.06049121543765068)","(tensor(0.2754), tensor(0.2147), 0.7752604484558105)","(tensor(0.3068), tensor(0.2454), 0.9378056526184082)","(tensor(0.2248), tensor(0.3159), 0.9557664394378662)","(tensor(0.3817), tensor(0.1733), 0.8743512630462646)","(tensor(0.2280), tensor(0.3711), 0.8830930590629578)","(tensor(0.4209), tensor(0.0989), 0.8475070595741272)","(tensor(0.2482), tensor(0.2217), 0.8904231786727905)","(tensor(0.3132), tensor(0.5087), 0.9160560369491577)","(tensor(0.2615), tensor(0.5371), 0.9120988845825195)","(tensor(0.), tensor(0.), 0.381964772939682)","(tensor(0.), tensor(0.), 0.3546622097492218)","(tensor(0.), tensor(0.), 0.0632873997092247)","(tensor(0.), tensor(0.), 0.054004695266485214)",0
detected_0086.jpg,"(tensor(0.), tensor(0.), 0.02536167949438095)","(tensor(0.), tensor(0.), 0.028410250321030617)","(tensor(0.), tensor(0.), 0.004800018854439259)","(tensor(0.), tensor(0.), 0.05331483855843544)","(tensor(0.), tensor(0.), 0.0023870356380939484)","(tensor(0.), tensor(0.), 0.11839187145233154)","(tensor(0.), tensor(0.), 0.0657041147351265)","(tensor(0.), tensor(0.), 0.33964186906814575)","(tensor(0.), tensor(0.), 0.17596669495105743)","(tensor(0.), tensor(0.), 0.47179725766181946)","(tensor(0.), tensor(0.), 0.3180866539478302)","(tensor(0.8383), tensor(0.2077), 0.797540545463562)","(tensor(0.7808), tensor(0.1978), 0.7502385973930359)","(tensor(0.8374), tensor(0.2743), 0.9623110890388489)","(tensor(0.7411), tensor(0.2659), 0.9550436735153198)","(tensor(0.8434), tensor(0.4904), 0.9643922448158264)","(tensor(0.7477), tensor(0.4868), 0.9638003706932068)",0
detected_0097.jpg,"(tensor(0.4955), tensor(0.7567), 0.5250975489616394)","(tensor(0.), tensor(0.), 0.07823523879051208)","(tensor(0.4981), tensor(0.7402), 0.5890488624572754)","(tensor(0.), tensor(0.), 0.053263090550899506)","(tensor(0.4613), tensor(0.7233), 0.8022425770759583)","(tensor(0.3436), tensor(0.7452), 0.9062333703041077)","(tensor(0.3664), tensor(0.7849), 0.6771231889724731)","(tensor(0.3880), tensor(0.8491), 0.7294683456420898)","(tensor(0.), tensor(0.), 0.2695786654949188)","(tensor(0.4848), tensor(0.8452), 0.6696254014968872)","(tensor(0.), tensor(0.), 0.2547172009944916)","(tensor(0.), tensor(0.), 0.28882691264152527)","(tensor(0.), tensor(0.), 0.10544536262750626)","(tensor(0.), tensor(0.), 0.10173648595809937)","(tensor(0.), tensor(0.), 0.034684211015701294)","(tensor(0.), tensor(0.), 0.0453529953956604)","(tensor(0.), tensor(0.), 0.016061564907431602)",1
detected_0098.jpg,"(tensor(0.5560), tensor(0.3728), 0.7862871289253235)","(tensor(0.), tensor(0.), 0.0702924132347107)","(tensor(0.5383), tensor(0.3290), 0.8615065217018127)","(tensor(0.), tensor(0.), 0.0015025280881673098)","(tensor(0.4293), tensor(0.3118), 0.959324836730957)","(tensor(0.4680), tensor(0.4939), 0.9110928773880005)","(tensor(0.2120), tensor(0.5403), 0.8257887363433838)","(tensor(0.5648), tensor(0.6768), 0.6210945248603821)","(tensor(0.), tensor(0.), 0.19506390392780304)","(tensor(0.6606), tensor(0.7061), 0.5609214901924133)","(tensor(0.), tensor(0.), 0.2519119381904602)","(tensor(0.), tensor(0.), 0.397455632686615)","(tensor(0.), tensor(0.), 0.17663785815238953)","(tensor(0.), tensor(0.), 0.06813418120145798)","(tensor(0.), tensor(0.), 0.020919254049658775)","(tensor(0.), tensor(0.), 0.018179671838879585)","(tensor(0.), tensor(0.), 0.006191569846123457)",0
detected_0099.jpg,"(tensor(0.8028), tensor(0.0817), 0.6604287624359131)","(tensor(0.8067), tensor(0.0769), 0.7891623377799988)","(tensor(0.), tensor(0.), 0.21759167313575745)","(tensor(0.8211), tensor(0.0793), 0.8861757516860962)","(tensor(0.), tensor(0.), 0.11816050857305527)","(tensor(0.8273), tensor(0.1089), 0.9861612319946289)","(tensor(0.8305), tensor(0.1042), 0.7595615386962891)","(tensor(0.8130), tensor(0.1430), 0.9633297324180603)","(tensor(0.), tensor(0.), 0.2718665599822998)","(tensor(0.7966), tensor(0.1512), 0.8824918866157532)","(tensor(0.), tensor(0.), 0.2592678368091583)","(tensor(0.8329), tensor(0.1867), 0.9878161549568176)","(tensor(0.8380), tensor(0.1832), 0.9446313381195068)","(tensor(0.8195), tensor(0.2523), 0.9887241721153259)","(tensor(0.8446), tensor(0.2416), 0.9519572257995605)","(tensor(0.8211), tensor(0.3162), 0.9766634106636047)","(tensor(0.8579), tensor(0.2958), 0.9442846179008484)",0
detected_0100.jpg,"(tensor(0.0588), tensor(0.1430), 0.6234452724456787)","(tensor(0.), tensor(0.), 0.4049132466316223)","(tensor(0.0562), tensor(0.1385), 0.5528855919837952)","(tensor(0.), tensor(0.), 0.3220687508583069)","(tensor(0.0517), tensor(0.1368), 0.5247213244438171)","(tensor(0.0628), tensor(0.1570), 0.8730912208557129)","(tensor(0.0450), tensor(0.1584), 0.8987828493118286)","(tensor(0.0793), tensor(0.1890), 0.6433865427970886)","(tensor(0.0524), tensor(0.1925), 0.7413855195045471)","(tensor(0.0933), tensor(0.2116), 0.5154580473899841)","(tensor(0.0648), tensor(0.2169), 0.6097089052200317)","(tensor(0.0579), tensor(0.2468), 0.9608047008514404)","(tensor(0.0463), tensor(0.2480), 0.9652540683746338)","(tensor(0.0609), tensor(0.3195), 0.9559144377708435)","(tensor(0.0530), tensor(0.3210), 0.9632771015167236)","(tensor(0.0696), tensor(0.3876), 0.9277543425559998)","(tensor(0.0618), tensor(0.3904), 0.9353869557380676)",0
detected_0113.jpg,"(tensor(0.), tensor(0.), 0.430900901556015)","(tensor(0.), tensor(0.), 0.0768137201666832)","(tensor(0.4233), tensor(0.1304), 0.5240026712417603)","(tensor(0.), tensor(0.), 0.02734513208270073)","(tensor(0.3986), tensor(0.1276), 0.5269407033920288)","(tensor(0.3988), tensor(0.1788), 0.527122437953949)","(tensor(0.3855), tensor(0.1970), 0.8696261048316956)","(tensor(0.), tensor(0.), 0.3502970039844513)","(tensor(0.4181), tensor(0.2845), 0.9099780321121216)","(tensor(0.), tensor(0.), 0.278538316488266)","(tensor(0.4204), tensor(0.2768), 0.7879461050033569)","(tensor(0.4063), tensor(0.4133), 0.9915112853050232)","(tensor(0.3803), tensor(0.4293), 0.996783971786499)","(tensor(0.5058), tensor(0.5388), 0.9938079714775085)","(tensor(0.3885), tensor(0.5979), 0.9981718063354492)","(tensor(0.4650), tensor(0.6249), 0.9870572686195374)","(tensor(0.2899), tensor(0.7351), 0.9933028221130371)",0
detected_0134.jpg,"(tensor(0.4259), tensor(0.2112), 0.9900026321411133)","(tensor(0.4317), tensor(0.1920), 0.9303303956985474)","(tensor(0.4022), tensor(0.1963), 0.9849114418029785)","(tensor(0.), tensor(0.), 0.2812633216381073)","(tensor(0.3558), tensor(0.2060), 0.9342491030693054)","(tensor(0.4666), tensor(0.2794), 0.9814115166664124)","(tensor(0.3088), tensor(0.3165), 0.9903506636619568)","(tensor(0.5426), tensor(0.3665), 0.8590604066848755)","(tensor(0.2591), tensor(0.4793), 0.9068797826766968)","(tensor(0.5894), tensor(0.3981), 0.6949719786643982)","(tensor(0.2816), tensor(0.5955), 0.783319354057312)","(tensor(0.4916), tensor(0.5640), 0.894066333770752)","(tensor(0.3952), tensor(0.5897), 0.9029881358146667)","(tensor(0.), tensor(0.), 0.18799082934856415)","(tensor(0.), tensor(0.), 0.2062102109193802)","(tensor(0.), tensor(0.), 0.019216887652873993)","(tensor(0.), tensor(0.), 0.019681377336382866)",0
detected_0135.jpg,"(tensor(0.), tensor(0.), 0.13732004165649414)","(tensor(0.), tensor(0.), 0.22336353361606598)","(tensor(0.), tensor(0.), 0.0009154088329523802)","(tensor(0.8393), tensor(0.2250), 0.8319220542907715)","(tensor(0.), tensor(0.), 0.0008021711255423725)","(tensor(0.9206), tensor(0.4106), 0.818236231803894)","(tensor(0.9004), tensor(0.2027), 0.7832750082015991)","(tensor(0.7442), tensor(0.8353), 0.8012465834617615)","(tensor(0.8276), tensor(0.3605), 0.8447983860969543)","(tensor(0.4858), tensor(0.7099), 0.9018650054931641)","(tensor(0.6811), tensor(0.4956), 0.9225550889968872)","(tensor(0.), tensor(0.), 0.4680531620979309)","(tensor(0.7650), tensor(0.7458), 0.6428876519203186)","(tensor(0.), tensor(0.), 0.07170917093753815)","(tensor(0.), tensor(0.), 0.14462999999523163)","(tensor(0.), tensor(0.), 0.007832668721675873)","(tensor(0.), tensor(0.), 0.01568583771586418)",0
detected_0154.jpg,"(tensor(0.), tensor(0.), 0.12032308429479599)","(tensor(0.), tensor(0.), 0.08712302893400192)","(tensor(0.), tensor(0.), 0.047758571803569794)","(tensor(0.), tensor(0.), 0.11801693588495255)","(tensor(0.), tensor(0.), 0.04205705597996712)","(tensor(0.), tensor(0.), 0.4148162305355072)","(tensor(0.), tensor(0.), 0.25715768337249756)","(tensor(0.1155), tensor(0.2294), 0.5263444185256958)","(tensor(0.), tensor(0.), 0.3043031692504883)","(tensor(0.), tensor(0.), 0.4994650185108185)","(tensor(0.), tensor(0.), 0.32723674178123474)","(tensor(0.0935), tensor(0.3220), 0.9058790802955627)","(tensor(0.0587), tensor(0.3206), 0.8641707301139832)","(tensor(0.1142), tensor(0.5352), 0.9365906715393066)","(tensor(0.0362), tensor(0.5251), 0.9125257134437561)","(tensor(0.1486), tensor(0.7184), 0.7990699410438538)","(tensor(0.0189), tensor(0.6961), 0.7682852149009705)",0
detected_0155.jpg,"(tensor(0.), tensor(0.), 0.1534731388092041)","(tensor(0.), tensor(0.), 0.12856827676296234)","(tensor(0.), tensor(0.), 0.033856261521577835)","(tensor(0.), tensor(0.), 0.22893935441970825)","(tensor(0.), tensor(0.), 0.026637133210897446)","(tensor(0.7207), tensor(0.1280), 0.738670289516449)","(tensor(0.6782), tensor(0.1129), 0.6077401638031006)","(tensor(0.7100), tensor(0.2545), 0.7942034006118774)","(tensor(0.6617), tensor(0.2204), 0.6535409092903137)","(tensor(0.7020), tensor(0.3780), 0.7168855667114258)","(tensor(0.6605), tensor(0.3282), 0.5866838097572327)","(tensor(0.6538), tensor(0.3972), 0.9977686405181885)","(tensor(0.6202), tensor(0.3835), 0.9969161748886108)","(tensor(0.6321), tensor(0.6154), 0.9984474778175354)","(tensor(0.5612), tensor(0.6014), 0.9982432126998901)","(tensor(0.5852), tensor(0.8205), 0.9920701384544373)","(tensor(0.4659), tensor(0.8112), 0.9915302991867065)",0
