image_name,"x1, y1, confidence1","x2, y2, confidence2","x3, y3, confidence3","x4, y4, confidence4","x5, y5, confidence5","x6, y6, confidence6","x7, y7, confidence7","x8, y8, confidence8","x9, y9, confidence9","x10, y10, confidence10","x11, y11, confidence11","x12, y12, confidence12","x13, y13, confidence13","x14, y14, confidence14","x15, y15, confidence15","x16, y16, confidence16","x17, y17, confidence17",lable
detected_0034.png,"(0.0, 0.0, 0.44850125908851624)","(0.0, 0.0, 0.4845113158226013)","(0.0, 0.0, 0.0896664708852768)","(0.2892909, 0.31327206, 0.8861051797866821)","(0.0, 0.0, 0.18585436046123505)","(0.2996877, 0.39191267, 0.9931535720825195)","(0.34755322, 0.32659754, 0.9343873262405396)","(0.3046094, 0.4922369, 0.9780904054641724)","(0.36979285, 0.33058956, 0.7471272945404053)","(0.30262822, 0.57916003, 0.9112477898597717)","(0.35466245, 0.31475264, 0.6661974787712097)","(0.34445223, 0.51766205, 0.9957796335220337)","(0.37523612, 0.49159917, 0.9895675778388977)","(0.35345238, 0.6306495, 0.9891533255577087)","(0.3813557, 0.5993577, 0.9774174690246582)","(0.37841043, 0.72328115, 0.9537121653556824)","(0.4024894, 0.6953997, 0.9309946298599243)",0
detected_0036.png,"(0.0, 0.0, 0.4069730341434479)","(0.0, 0.0, 0.4577324390411377)","(0.0, 0.0, 0.0764562264084816)","(0.290967, 0.31044415, 0.8853432536125183)","(0.0, 0.0, 0.16594167053699493)","(0.30179822, 0.38736126, 0.992432713508606)","(0.34935978, 0.3240202, 0.9226633310317993)","(0.30456054, 0.489483, 0.9760647416114807)","(0.36349505, 0.33039132, 0.7037608623504639)","(0.30261078, 0.5729787, 0.9004757404327393)","(0.34056675, 0.31040114, 0.6141735911369324)","(0.34640408, 0.51668835, 0.9954493641853333)","(0.37758926, 0.4911216, 0.9882553815841675)","(0.35309982, 0.6298988, 0.9891235828399658)","(0.3819243, 0.59799474, 0.9760580658912659)","(0.378027, 0.7223101, 0.9558930993080139)","(0.40314797, 0.6923912, 0.9319809079170227)",0
detected_0038.png,"(0.0, 0.0, 0.39925050735473633)","(0.0, 0.0, 0.4207656681537628)","(0.0, 0.0, 0.07849104702472687)","(0.2949635, 0.3041393, 0.8655208349227905)","(0.0, 0.0, 0.1681397706270218)","(0.30547348, 0.38442487, 0.9910964965820312)","(0.34996402, 0.31888154, 0.9294684529304504)","(0.30574137, 0.48319665, 0.9731238484382629)","(0.34932718, 0.3005139, 0.7475598454475403)","(0.30384198, 0.566075, 0.8940454125404358)","(0.31749672, 0.25323975, 0.6523190140724182)","(0.34706634, 0.5148025, 0.9952890872955322)","(0.3768109, 0.48945075, 0.9892473816871643)","(0.35317492, 0.629356, 0.9880589842796326)","(0.38116807, 0.6017172, 0.9764330983161926)","(0.37875277, 0.71604335, 0.9500793814659119)","(0.4008237, 0.69223005, 0.9282111525535583)",0
detected_0040.png,"(0.0, 0.0, 0.33462318778038025)","(0.0, 0.0, 0.3680616617202759)","(0.0, 0.0, 0.06060120463371277)","(0.2919306, 0.30542713, 0.8685501217842102)","(0.0, 0.0, 0.16862061619758606)","(0.30311984, 0.3863163, 0.9911226034164429)","(0.3533546, 0.324387, 0.9212735891342163)","(0.30563563, 0.48767328, 0.9712454676628113)","(0.3579528, 0.33778477, 0.6988488435745239)","(0.3047795, 0.5655823, 0.8820907473564148)","(0.32807577, 0.3370561, 0.5947185754776001)","(0.34682766, 0.5176277, 0.9950716495513916)","(0.38103858, 0.49212682, 0.988101601600647)","(0.35070747, 0.6313584, 0.9881744384765625)","(0.38276392, 0.59872276, 0.9753004312515259)","(0.3768691, 0.7200678, 0.9531082510948181)","(0.40232155, 0.68954676, 0.9299575686454773)",0
detected_0042.png,"(0.0, 0.0, 0.47730571031570435)","(0.291698, 0.29802302, 0.542920708656311)","(0.0, 0.0, 0.10577176511287689)","(0.300655, 0.3086735, 0.9037079215049744)","(0.0, 0.0, 0.19567753374576569)","(0.3058168, 0.38745683, 0.9920936226844788)","(0.3559478, 0.32386655, 0.920484185218811)","(0.30222705, 0.48688656, 0.9702504873275757)","(0.36893785, 0.33093694, 0.6556845307350159)","(0.30502447, 0.5633615, 0.8806302547454834)","(0.34660268, 0.3180725, 0.5581899285316467)","(0.34587136, 0.5170402, 0.9940342307090759)","(0.37892702, 0.49131107, 0.9845389127731323)","(0.3513823, 0.63077885, 0.9866902828216553)","(0.38319406, 0.5988336, 0.9704399108886719)","(0.3751867, 0.72063744, 0.9507488012313843)","(0.4042577, 0.6914759, 0.9234708547592163)",0
detected_0044.png,"(0.0, 0.0, 0.2915291488170624)","(0.0, 0.0, 0.3305200934410095)","(0.0, 0.0, 0.04792456701397896)","(0.29823, 0.30257857, 0.8475062847137451)","(0.0, 0.0, 0.1580372005701065)","(0.30577645, 0.38861242, 0.9862566590309143)","(0.35876003, 0.33152643, 0.9130027294158936)","(0.30202058, 0.48119423, 0.9581817388534546)","(0.37341267, 0.34523872, 0.6750842332839966)","(0.30423483, 0.5554011, 0.8499876260757446)","(0.3580844, 0.34171322, 0.5682591795921326)","(0.34458154, 0.51650596, 0.9934218525886536)","(0.3819391, 0.49482876, 0.9853845238685608)","(0.35149214, 0.62805575, 0.9854807257652283)","(0.3844026, 0.60070044, 0.9723552465438843)","(0.3784546, 0.7221626, 0.9479259252548218)","(0.4017019, 0.69436425, 0.9280630946159363)",0
detected_0046.png,"(0.0, 0.0, 0.3528071343898773)","(0.0, 0.0, 0.2673008441925049)","(0.0, 0.0, 0.07284586131572723)","(0.30391714, 0.30303448, 0.7579016089439392)","(0.0, 0.0, 0.25152522325515747)","(0.30740535, 0.3900412, 0.9864039421081543)","(0.35335407, 0.33088866, 0.9711045622825623)","(0.30008215, 0.47091088, 0.9658915996551514)","(0.36403164, 0.2947631, 0.918804407119751)","(0.30412802, 0.5460271, 0.8987137079238892)","(0.3276675, 0.22161977, 0.8591217398643494)","(0.34099802, 0.51486194, 0.9959189295768738)","(0.37402955, 0.49457672, 0.9947587847709656)","(0.35353157, 0.6212836, 0.987417459487915)","(0.3837262, 0.59826547, 0.986092746257782)","(0.37544414, 0.71710145, 0.9397528767585754)","(0.4055292, 0.6963323, 0.9413472414016724)",0
detected_0048.png,"(0.0, 0.0, 0.3041613698005676)","(0.0, 0.0, 0.326869398355484)","(0.0, 0.0, 0.05235326290130615)","(0.2996454, 0.30159837, 0.841242253780365)","(0.0, 0.0, 0.1739935278892517)","(0.30614465, 0.38877156, 0.9865971207618713)","(0.3582216, 0.33192408, 0.9256865978240967)","(0.30084246, 0.4777778, 0.9591468572616577)","(0.37339523, 0.33723956, 0.719936192035675)","(0.3038734, 0.54837066, 0.8568739295005798)","(0.35614866, 0.3205451, 0.6128973364830017)","(0.34410894, 0.51604295, 0.9940381050109863)","(0.38081965, 0.49483043, 0.9875984787940979)","(0.35214266, 0.62614214, 0.9865818023681641)","(0.38407317, 0.59930503, 0.9760595560073853)","(0.37923422, 0.72087175, 0.9504718780517578)","(0.40306854, 0.6939757, 0.9343874454498291)",0
detected_0050.png,"(0.0, 0.0, 0.39152196049690247)","(0.0, 0.0, 0.3377571403980255)","(0.0, 0.0, 0.09256330132484436)","(0.30311915, 0.29545182, 0.8322948217391968)","(0.0, 0.0, 0.24991470575332642)","(0.30811608, 0.3799617, 0.9895455241203308)","(0.35495365, 0.32333058, 0.9581177234649658)","(0.29986346, 0.461479, 0.9660788774490356)","(0.36022294, 0.29000062, 0.8540518283843994)","(0.3075025, 0.529607, 0.88851398229599)","(0.3284982, 0.21511047, 0.7639028429985046)","(0.34209102, 0.51454365, 0.9957115650177002)","(0.373816, 0.49285156, 0.9929089546203613)","(0.35396016, 0.6253817, 0.9890204071998596)","(0.38144192, 0.5967462, 0.9842685461044312)","(0.37880144, 0.7174627, 0.9531664252281189)","(0.40530828, 0.69105685, 0.9452700614929199)",0
detected_0052.png,"(0.0, 0.0, 0.3121272027492523)","(0.0, 0.0, 0.22490833699703217)","(0.0, 0.0, 0.0752328485250473)","(0.30455336, 0.29215136, 0.7769888043403625)","(0.0, 0.0, 0.2865675091743469)","(0.3070425, 0.37623626, 0.9876995086669922)","(0.35694173, 0.32328674, 0.9655498266220093)","(0.29869795, 0.45601657, 0.9630867838859558)","(0.37118754, 0.29267418, 0.8959301114082336)","(0.3082157, 0.5252529, 0.8863475918769836)","(0.3414851, 0.2158495, 0.8168384432792664)","(0.33897305, 0.5141074, 0.9961095452308655)","(0.3723946, 0.49402568, 0.9945704340934753)","(0.3541066, 0.6240818, 0.989398717880249)","(0.38124484, 0.5961145, 0.9872265458106995)","(0.3786078, 0.71969354, 0.9528610110282898)","(0.4075421, 0.6940459, 0.9504715204238892)",0
detected_0054.png,"(0.0, 0.0, 0.352979451417923)","(0.0, 0.0, 0.40552300214767456)","(0.0, 0.0, 0.06165004521608353)","(0.308858, 0.2935788, 0.8762968182563782)","(0.0, 0.0, 0.1631803810596466)","(0.31128275, 0.373966, 0.989702582359314)","(0.36179224, 0.33183768, 0.9098183512687683)","(0.29854035, 0.45328695, 0.9690227508544922)","(0.36962536, 0.3335289, 0.6308954358100891)","(0.3074836, 0.52358985, 0.8800112009048462)","(0.34842747, 0.2879009, 0.5213668942451477)","(0.3427016, 0.51269823, 0.9946954846382141)","(0.3786353, 0.49702436, 0.9853129982948303)","(0.35317695, 0.62257755, 0.988706111907959)","(0.38404694, 0.5964868, 0.9727286100387573)","(0.3793029, 0.72392476, 0.9587332010269165)","(0.40332234, 0.68866533, 0.9339516758918762)",0
detected_0056.png,"(0.0, 0.0, 0.37849804759025574)","(0.0, 0.0, 0.35522758960723877)","(0.0, 0.0, 0.07184834033250809)","(0.31156296, 0.2918329, 0.8513996005058289)","(0.0, 0.0, 0.21835902333259583)","(0.3120088, 0.3784183, 0.9905096292495728)","(0.36382666, 0.32976335, 0.9528416395187378)","(0.29721886, 0.45162266, 0.9724244475364685)","(0.37692663, 0.29952574, 0.8168660998344421)","(0.31122583, 0.5231258, 0.9035398960113525)","(0.358048, 0.22389589, 0.7149251699447632)","(0.34152454, 0.5155331, 0.9957634210586548)","(0.3785358, 0.49820057, 0.9912964105606079)","(0.35236794, 0.6243573, 0.9883515238761902)","(0.38599846, 0.5964766, 0.9791321754455566)","(0.37651965, 0.7248886, 0.9480755925178528)","(0.4069268, 0.6884326, 0.9317742586135864)",0
detected_0058.png,"(0.0, 0.0, 0.38396698236465454)","(0.0, 0.0, 0.3520912528038025)","(0.0, 0.0, 0.07403113692998886)","(0.31154668, 0.2918351, 0.8478648662567139)","(0.0, 0.0, 0.22634875774383545)","(0.31194666, 0.37883538, 0.9905732274055481)","(0.36363083, 0.32967463, 0.9565243721008301)","(0.29714787, 0.45202467, 0.972625732421875)","(0.37714717, 0.29795143, 0.8330945372581482)","(0.31131154, 0.5236321, 0.9054558277130127)","(0.35813797, 0.22104004, 0.7348092794418335)","(0.34155387, 0.51600474, 0.9958691000938416)","(0.37849647, 0.49854216, 0.9918421506881714)","(0.35234493, 0.62450635, 0.9883579611778259)","(0.3860863, 0.5965452, 0.9799496531486511)","(0.37633562, 0.7248656, 0.9472141265869141)","(0.40718833, 0.68858135, 0.9323674440383911)",0
detected_0060.png,"(0.0, 0.0, 0.34802961349487305)","(0.0, 0.0, 0.311347633600235)","(0.0, 0.0, 0.06647991389036179)","(0.31279105, 0.29170746, 0.8310726284980774)","(0.0, 0.0, 0.22370514273643494)","(0.31301746, 0.37843734, 0.9891889095306396)","(0.36519143, 0.3269704, 0.9547742009162903)","(0.2979672, 0.45333958, 0.9691228270530701)","(0.37719688, 0.2947837, 0.8339709043502808)","(0.31356463, 0.52160275, 0.8963106274604797)","(0.3571996, 0.22050187, 0.7327820658683777)","(0.34259358, 0.51585996, 0.9956134557723999)","(0.37990242, 0.49747124, 0.9917524456977844)","(0.35204718, 0.6232828, 0.9880790114402771)","(0.38619414, 0.59414154, 0.9803820848464966)","(0.37639076, 0.72415656, 0.9474849104881287)","(0.40766153, 0.6871943, 0.9346233606338501)",0
detected_0062.png,"(0.0, 0.0, 0.33967673778533936)","(0.0, 0.0, 0.2730109691619873)","(0.0, 0.0, 0.06850913166999817)","(0.3143497, 0.28900388, 0.8012602925300598)","(0.0, 0.0, 0.2543638050556183)","(0.31388706, 0.38075495, 0.9880070686340332)","(0.366644, 0.3240824, 0.9646872878074646)","(0.2981904, 0.45308495, 0.9656040668487549)","(0.37966982, 0.28181523, 0.880129337310791)","(0.31413245, 0.51843625, 0.8935801386833191)","(0.3605209, 0.21347235, 0.7924873232841492)","(0.3414476, 0.5195979, 0.9958705306053162)","(0.37946954, 0.49956295, 0.9935357570648193)","(0.35117748, 0.6238143, 0.9881985783576965)","(0.38716218, 0.5939228, 0.9839147329330444)","(0.375646, 0.72143143, 0.9472726583480835)","(0.40817535, 0.68637186, 0.9416940808296204)",0
