image_name,"x1, y1","x2, y2","x3, y3","x4, y4","x5, y5","x6, y6","x7, y7","x8, y8","x9, y9","x10, y10","x11, y11","x12, y12","x13, y13","x14, y14","x15, y15","x16, y16","x17, y17","xb, yb","w, h",label
0_jpg.rf.d2071fa9978d0372cfa27920fecb8321.jpg,"(0.4080794, 0.28953105)","(0.41923833, 0.27869242)","(0.3977055, 0.2776032)","(0.0, 0.0)","(0.37513822, 0.27603763)","(0.4293851, 0.31554598)","(0.35753357, 0.3655352)","(0.46051818, 0.30899882)","(0.38339105, 0.49578372)","(0.45435134, 0.27684373)","(0.43063945, 0.56996167)","(0.44745404, 0.5309144)","(0.39443624, 0.5572504)","(0.5192139, 0.6499814)","(0.44606647, 0.70092803)","(0.49408165, 0.7797654)","(0.42425728, 0.8656413)","(0.4421875, 0.57109374)","(0.196875, 0.7515625)",0
0_jpg.rf.e8164b79258de23d180cd8f38224edeb.jpg,"(0.3364264, 0.36099654)","(0.34892848, 0.35247117)","(0.33691216, 0.3527957)","(0.37619373, 0.3619698)","(0.0, 0.0)","(0.38368955, 0.42945582)","(0.33006388, 0.4167943)","(0.3214975, 0.50043666)","(0.28134844, 0.4796211)","(0.32094717, 0.50255877)","(0.32412836, 0.5027159)","(0.3825798, 0.57866496)","(0.34666735, 0.5730623)","(0.32367656, 0.65602434)","(0.29832545, 0.6408006)","(0.3615143, 0.7468993)","(0.3451609, 0.72396725)","(0.340625, 0.55)","(0.153125, 0.490625)",0
0_jpg.rf.f3619e0d0b348d3bcf7958a7eb439923.jpg,"(0.5217887, 0.734146)","(0.52912647, 0.7327441)","(0.5179866, 0.7281571)","(0.0, 0.0)","(0.50740963, 0.73075074)","(0.5324276, 0.7843133)","(0.48000517, 0.75064504)","(0.5580651, 0.8167955)","(0.42553383, 0.7578681)","(0.53919417, 0.7763462)","(0.39296645, 0.79116356)","(0.47279876, 0.84743863)","(0.44638458, 0.8319871)","(0.45305783, 0.9255888)","(0.46870008, 0.92021245)","(0.4064899, 0.9355216)","(0.45485276, 0.9512493)","(0.46484375, 0.85625)","(0.2078125, 0.2875)",1
1_jpg.rf.0449d39b7bde1f7a2aff09c1c6386ca2.jpg,"(0.4784639, 0.9070109)","(0.47920394, 0.9129783)","(0.48442936, 0.9087303)","(0.47121882, 0.9215628)","(0.49229354, 0.91279393)","(0.43951684, 0.9097794)","(0.49869242, 0.8895358)","(0.4000236, 0.8802665)","(0.51615655, 0.8163904)","(0.4016551, 0.88091135)","(0.53279364, 0.7553075)","(0.39679623, 0.8426305)","(0.43235707, 0.832399)","(0.408918, 0.7629919)","(0.4355634, 0.75223684)","(0.38003808, 0.748362)","(0.4087028, 0.7396066)","(0.43359375, 0.8515625)","(0.2328125, 0.296875)",1
1_jpg.rf.1063a323d1a0bdaedbcbf896882d199c.jpg,"(0.48844093, 0.8295864)","(0.49914902, 0.8322241)","(0.4919855, 0.8234579)","(0.5093008, 0.853337)","(0.0, 0.0)","(0.48545918, 0.8979968)","(0.4530498, 0.84398955)","(0.47988755, 0.94690067)","(0.39434242, 0.8308361)","(0.52448094, 0.9373048)","(0.4170231, 0.81130886)","(0.3687392, 0.90972966)","(0.3506121, 0.88270825)","(0.30579296, 0.93017864)","(0.30108464, 0.9154266)","(0.24057312, 0.94083154)","(0.24330159, 0.93889064)","(0.37421876, 0.8851563)","(0.3546875, 0.2296875)",1
1_jpg.rf.10675a21c623da39b0ca4d20c7a1234a.jpg,"(0.5187839, 0.21536827)","(0.5292511, 0.20468947)","(0.50736153, 0.20366225)","(0.54219246, 0.20951514)","(0.48580304, 0.20777881)","(0.5602149, 0.28329077)","(0.4663016, 0.28198427)","(0.59064245, 0.37952042)","(0.45600072, 0.37554342)","(0.5688776, 0.4565014)","(0.46221146, 0.4510365)","(0.5410291, 0.47933215)","(0.4813725, 0.4778778)","(0.5323598, 0.6510359)","(0.49001282, 0.6498548)","(0.5239341, 0.8123517)","(0.4916688, 0.81171906)","(0.521875, 0.49765626)","(0.159375, 0.7296875)",0
1_jpg.rf.47d08606cb32731b8eb184aa4f300cd8.jpg,"(0.45312482, 0.5607704)","(0.0, 0.0)","(0.44942346, 0.55704874)","(0.0, 0.0)","(0.4376448, 0.56118953)","(0.4343287, 0.58778846)","(0.42764956, 0.57613516)","(0.44473594, 0.5929236)","(0.43882212, 0.5659897)","(0.45501846, 0.57144177)","(0.4379367, 0.5506554)","(0.42435616, 0.6423252)","(0.4238301, 0.6383272)","(0.4422516, 0.6589433)","(0.46524963, 0.64413595)","(0.43532848, 0.7017518)","(0.48239574, 0.6824905)","(0.4578125, 0.6351563)","(0.128125, 0.2171875)",1
1_jpg.rf.5755f4f9e5046bc965def1f49c046ed4.jpg,"(0.45473042, 0.2763191)","(0.46796173, 0.26462024)","(0.44398355, 0.26123235)","(0.0, 0.0)","(0.4139122, 0.2595886)","(0.4573211, 0.35058278)","(0.37583122, 0.3463079)","(0.43571034, 0.47685748)","(0.36417958, 0.47371846)","(0.4280518, 0.60455966)","(0.38001734, 0.6034966)","(0.4219641, 0.5736357)","(0.37010515, 0.57390624)","(0.41473562, 0.74391335)","(0.37824985, 0.74894154)","(0.40125233, 0.88433063)","(0.38407952, 0.90120745)","(0.40390626, 0.56640625)","(0.1703125, 0.7703125)",0
1_jpg.rf.5b76bbfdf46cffe5beee740828eae2ce.jpg,"(0.33591428, 0.36137646)","(0.34886548, 0.35270858)","(0.3375239, 0.35291117)","(0.3791561, 0.36103687)","(0.0, 0.0)","(0.3843907, 0.426233)","(0.33379444, 0.41387796)","(0.31459832, 0.49345595)","(0.28250295, 0.48070282)","(0.3219776, 0.47307348)","(0.3269999, 0.4932645)","(0.38029906, 0.5805705)","(0.34521013, 0.5743804)","(0.32227555, 0.65817964)","(0.2945445, 0.640961)","(0.35694614, 0.745282)","(0.33653182, 0.72053134)","(0.3421875, 0.5484375)","(0.153125, 0.490625)",0
1_jpg.rf.5e05799f4422006fc10cd35d80b67c1f.jpg,"(0.41465053, 0.29062968)","(0.42315668, 0.27923003)","(0.40310463, 0.27727)","(0.0, 0.0)","(0.37719277, 0.2753539)","(0.43116608, 0.31398946)","(0.35838488, 0.36757994)","(0.46093082, 0.29537386)","(0.38143402, 0.49405915)","(0.4411977, 0.2670152)","(0.43029302, 0.5681499)","(0.45092145, 0.5374866)","(0.39718556, 0.5628037)","(0.5158521, 0.66264147)","(0.45064393, 0.7041558)","(0.47296914, 0.7913724)","(0.4135248, 0.8561422)","(0.440625, 0.5625)","(0.190625, 0.759375)",0
1_jpg.rf.67bacc08f63564c9d8580665e297885f.jpg,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.368047, 0.22671345)","(0.0, 0.0)","(0.3565665, 0.28634474)","(0.41804522, 0.27871147)","(0.34761798, 0.36319736)","(0.0, 0.0)","(0.3476693, 0.40654272)","(0.0, 0.0)","(0.37192094, 0.43777475)","(0.41168413, 0.43460387)","(0.37672275, 0.5629905)","(0.3996774, 0.5603452)","(0.3891012, 0.6924315)","(0.38993722, 0.6885001)","(0.378125, 0.459375)","(0.096875, 0.56875)",0
1_jpg.rf.699f298b744c3566eb56881e766d08f5.jpg,"(0.52240336, 0.7368823)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.53671086, 0.78226364)","(0.48627788, 0.74398124)","(0.55285656, 0.8274028)","(0.43105635, 0.75041455)","(0.54266757, 0.7874619)","(0.39207497, 0.79557544)","(0.47602835, 0.84200794)","(0.44353127, 0.82093537)","(0.47886148, 0.92937917)","(0.43993917, 0.8974593)","(0.47098842, 0.9627431)","(0.39685985, 0.9271301)","(0.45703125, 0.85546875)","(0.2265625, 0.2890625)",1
1_jpg.rf.6e83e90d7c0f120c3f16a2750f67e32f.jpg,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.5113265, 0.13673148)","(0.0, 0.0)","(0.50928026, 0.23425703)","(0.59305984, 0.23507564)","(0.48243648, 0.3713882)","(0.6011753, 0.38673347)","(0.4782927, 0.47414985)","(0.603164, 0.5063531)","(0.5173603, 0.48519468)","(0.57612336, 0.48448896)","(0.49915045, 0.66551507)","(0.56727344, 0.6688663)","(0.5183319, 0.8381184)","(0.5625473, 0.842549)","(0.540625, 0.47890624)","(0.1625, 0.8203125)",0
1_jpg.rf.8b56645bfba019b4cce487ea5ef27137.jpg,"(0.3610626, 0.6607683)","(0.35255647, 0.6555278)","(0.3543331, 0.66294473)","(0.35142192, 0.64341366)","(0.3559393, 0.6629386)","(0.3734853, 0.62024313)","(0.39086702, 0.6474372)","(0.39381236, 0.6128333)","(0.433232, 0.66190255)","(0.37962085, 0.60261464)","(0.41858402, 0.6566332)","(0.43874016, 0.5664176)","(0.45096755, 0.579126)","(0.47348827, 0.57663137)","(0.48336706, 0.5734722)","(0.5112489, 0.5463424)","(0.5102073, 0.52307016)","(0.43671876, 0.6)","(0.2296875, 0.19375)",1
1_jpg.rf.d4850a54c2f1b25f713a801e9995b40e.jpg,"(0.3111869, 0.5223752)","(0.0, 0.0)","(0.30452937, 0.5182249)","(0.0, 0.0)","(0.28655368, 0.530278)","(0.30492243, 0.5572709)","(0.27040827, 0.58768815)","(0.334229, 0.5833851)","(0.26740852, 0.6753756)","(0.33639327, 0.5683073)","(0.2838547, 0.73243266)","(0.31814504, 0.66160536)","(0.29587537, 0.6820227)","(0.36074278, 0.64051706)","(0.34511098, 0.6790987)","(0.38331163, 0.7597829)","(0.3738184, 0.81581575)","(0.33125, 0.684375)","(0.175, 0.409375)",0
1_jpg.rf.d4c9307a67daee63299a343e28044f04.jpg,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.24416623, 0.60354644)","(0.21400933, 0.5889446)","(0.2496939, 0.6567972)","(0.19015263, 0.61023426)","(0.24182324, 0.6886274)","(0.16718033, 0.6506329)","(0.29005393, 0.61732614)","(0.2673052, 0.61525446)","(0.29888278, 0.69999206)","(0.2632208, 0.69651234)","(0.34820935, 0.73758984)","(0.29285872, 0.7321453)","(0.253125, 0.6625)","(0.225, 0.23125)",1
10_jpg.rf.01d9499ede45fce306daa54eda19d6ac.jpg,"(0.50482345, 0.6202886)","(0.51010096, 0.61306715)","(0.0, 0.0)","(0.524782, 0.62425566)","(0.0, 0.0)","(0.5358381, 0.6972273)","(0.50134, 0.6656262)","(0.52167, 0.79024476)","(0.4339963, 0.6974505)","(0.5124789, 0.8573271)","(0.38314667, 0.7048892)","(0.49271393, 0.82741547)","(0.4732588, 0.8108371)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.446875, 0.7445313)","(0.190625, 0.3453125)",1
10_jpg.rf.29800487d5f71e09c1996b6c0cbf82ed.jpg,"(0.51233375, 0.22546406)","(0.52391297, 0.21356101)","(0.5002871, 0.21338591)","(0.54117477, 0.21543416)","(0.48405275, 0.21583009)","(0.5583037, 0.29189163)","(0.46408263, 0.28190786)","(0.58080226, 0.39725724)","(0.4118398, 0.34624535)","(0.60637707, 0.4987722)","(0.3597582, 0.38666567)","(0.5346365, 0.48801732)","(0.47647113, 0.48395616)","(0.52569455, 0.6601427)","(0.48245686, 0.653754)","(0.52259815, 0.814211)","(0.47835365, 0.8057564)","(0.4765625, 0.49921876)","(0.3, 0.7265625)",0
10_jpg.rf.29b6b57c1284ba89a115899a9de663ed.jpg,"(0.48158994, 0.6755222)","(0.0, 0.0)","(0.48444661, 0.6683505)","(0.0, 0.0)","(0.48160282, 0.653985)","(0.4694534, 0.65844876)","(0.44914952, 0.6426281)","(0.45449004, 0.69037765)","(0.40570074, 0.68021816)","(0.43106943, 0.6986267)","(0.406219, 0.7122199)","(0.38572082, 0.6294419)","(0.3718419, 0.61972666)","(0.41472206, 0.69331884)","(0.39734897, 0.68849754)","(0.35553807, 0.7074896)","(0.3451319, 0.71656716)","(0.41796875, 0.67109376)","(0.1921875, 0.1921875)",1
10_jpg.rf.2cca2bff899c404917548eaa85942f27.jpg,"(0.4587884, 0.72940475)","(0.46454272, 0.72725433)","(0.4605295, 0.72177345)","(0.0, 0.0)","(0.0, 0.0)","(0.48352736, 0.7079717)","(0.4335794, 0.6755787)","(0.5018953, 0.75236547)","(0.39631218, 0.6977102)","(0.52060336, 0.80541)","(0.42063713, 0.7595366)","(0.39708686, 0.67173344)","(0.3674274, 0.6515235)","(0.36122936, 0.73461276)","(0.3296802, 0.7180222)","(0.28354222, 0.71772873)","(0.260269, 0.71068484)","(0.38671875, 0.7203125)","(0.3359375, 0.228125)",1
10_jpg.rf.77b72f08300e681dcb6609662a877778.jpg,"(0.42385775, 0.2709952)","(0.43214092, 0.25898)","(0.41136557, 0.26009756)","(0.0, 0.0)","(0.3833328, 0.26901165)","(0.45158857, 0.34634855)","(0.35613507, 0.36204836)","(0.46686023, 0.46266556)","(0.3681544, 0.49353868)","(0.45782596, 0.56512123)","(0.41178855, 0.5832751)","(0.4546205, 0.54726475)","(0.38681418, 0.55917394)","(0.49300975, 0.6828909)","(0.39782363, 0.7073215)","(0.4987898, 0.7917067)","(0.3861378, 0.82534707)","(0.43828124, 0.53203124)","(0.1984375, 0.6640625)",0
10_jpg.rf.8af12a70d5bf71bd3e876c762cfbec0f.jpg,"(0.50447685, 0.24473166)","(0.5129467, 0.23560758)","(0.50205344, 0.23452201)","(0.53366685, 0.24365301)","(0.0, 0.0)","(0.5411608, 0.31547385)","(0.5126442, 0.2954679)","(0.5258096, 0.41063476)","(0.48909473, 0.3578156)","(0.47984758, 0.38484523)","(0.46923146, 0.34030953)","(0.5186311, 0.47249603)","(0.49981523, 0.4632295)","(0.5065663, 0.594635)","(0.50185186, 0.5861454)","(0.52213955, 0.7106932)","(0.5099133, 0.702341)","(0.50390625, 0.4671875)","(0.1171875, 0.578125)",0
10_jpg.rf.92332c238d420c6372ae40bead25e5c4.jpg,"(0.4388709, 0.44725806)","(0.44027597, 0.44375485)","(0.4367028, 0.4426561)","(0.0, 0.0)","(0.43017197, 0.44263896)","(0.4380266, 0.4664637)","(0.41997385, 0.4622887)","(0.44014907, 0.5022844)","(0.3967998, 0.4954118)","(0.4412519, 0.5333502)","(0.38002837, 0.52919537)","(0.4182357, 0.5184337)","(0.4092641, 0.5157962)","(0.4081481, 0.57059574)","(0.40966663, 0.56830704)","(0.40058956, 0.62145174)","(0.4075408, 0.6199019)","(0.4046875, 0.5390625)","(0.11875, 0.221875)",1
10_jpg.rf.9c5b38d8e73c06b4fe25f914b967e04d.jpg,"(0.46764916, 0.13701579)","(0.4816062, 0.123674795)","(0.45494217, 0.12336095)","(0.5018488, 0.13051407)","(0.43783244, 0.1301486)","(0.5220376, 0.22322631)","(0.4201308, 0.22474441)","(0.5376481, 0.34909335)","(0.41055623, 0.3537826)","(0.5375249, 0.464966)","(0.4068548, 0.4724191)","(0.5038834, 0.4503975)","(0.43910447, 0.45000476)","(0.49649826, 0.62316686)","(0.4442342, 0.61808676)","(0.49362898, 0.77664864)","(0.4511065, 0.7729184)","(0.47109374, 0.4484375)","(0.1609375, 0.7875)",0
10_jpg.rf.b43825c42258d673a63085da5e36d690.jpg,"(0.56712884, 0.6134942)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.5680927, 0.615878)","(0.56448954, 0.60453194)","(0.56853515, 0.6457022)","(0.5495348, 0.6290163)","(0.58333254, 0.6560041)","(0.5664207, 0.65088785)","(0.5005923, 0.6077692)","(0.49870902, 0.5973407)","(0.4528727, 0.5769263)","(0.45299608, 0.5760193)","(0.3894764, 0.6137875)","(0.392596, 0.621712)","(0.4671875, 0.60234374)","(0.284375, 0.1359375)",1
10_jpg.rf.c4a1925420d6295fb826d3325ab6788c.jpg,"(0.45510897, 0.17935355)","(0.46277848, 0.16842696)","(0.44693455, 0.16607527)","(0.0, 0.0)","(0.41852602, 0.15974918)","(0.4487443, 0.2404426)","(0.37045032, 0.23185484)","(0.43962526, 0.36081702)","(0.33482593, 0.34689483)","(0.44775265, 0.4685802)","(0.32866785, 0.47398597)","(0.41220337, 0.4629019)","(0.3597102, 0.46080875)","(0.40794817, 0.6264173)","(0.34689844, 0.629504)","(0.41047946, 0.7677986)","(0.3326669, 0.78365093)","(0.39296874, 0.45390624)","(0.1578125, 0.7421875)",0
10_jpg.rf.efa1bad2c35cf29cf494830dd131cf0e.jpg,"(0.3336859, 0.6911951)","(0.0, 0.0)","(0.3278923, 0.6859503)","(0.0, 0.0)","(0.31179178, 0.69495064)","(0.31478113, 0.7289503)","(0.31256288, 0.7378783)","(0.0, 0.0)","(0.33422992, 0.78799236)","(0.0, 0.0)","(0.36724013, 0.7772183)","(0.34247583, 0.8046457)","(0.3411185, 0.81360185)","(0.401754, 0.7514309)","(0.40092438, 0.7597638)","(0.417423, 0.811845)","(0.41381645, 0.8221737)","(0.3734375, 0.74609375)","(0.159375, 0.1671875)",1
100_jpg.rf.34231581b2f31d65624039a977cbb9d1.jpg,"(0.49097747, 0.15412565)","(0.4986197, 0.14540252)","(0.4827079, 0.14593048)","(0.4999817, 0.15064704)","(0.46916372, 0.15188214)","(0.49343666, 0.2081717)","(0.47165108, 0.20588084)","(0.4972869, 0.27402416)","(0.4936254, 0.26556787)","(0.5350663, 0.27657336)","(0.5446599, 0.2685569)","(0.4878993, 0.35181046)","(0.47061786, 0.3516496)","(0.47445822, 0.46273842)","(0.4642138, 0.46562266)","(0.46417245, 0.5711834)","(0.45220938, 0.57824725)","(0.50078124, 0.36953124)","(0.1296875, 0.5203125)",0
100_jpg.rf.880e90c00dd61f2511c8b091388b80a9.jpg,"(0.49178615, 0.5347282)","(0.49935833, 0.5264249)","(0.48109907, 0.52675915)","(0.0, 0.0)","(0.4631989, 0.5320128)","(0.50965536, 0.578442)","(0.4567546, 0.58562756)","(0.5166985, 0.6387599)","(0.4532581, 0.6557279)","(0.5125267, 0.691741)","(0.47267556, 0.70415896)","(0.50444245, 0.6846927)","(0.46795416, 0.6920945)","(0.5399958, 0.722443)","(0.5006196, 0.7439061)","(0.50164753, 0.76597965)","(0.47499123, 0.8007175)","(0.49375, 0.6484375)","(0.1375, 0.346875)",0
100_jpg.rf.8d8d5eb87ec214babdaca722ff4c1e45.jpg,"(0.3876477, 0.6578096)","(0.39495602, 0.64813626)","(0.38171262, 0.6488793)","(0.41072106, 0.6399867)","(0.0, 0.0)","(0.42718142, 0.6794039)","(0.37668386, 0.6672166)","(0.421173, 0.7769135)","(0.37076136, 0.7307513)","(0.38167495, 0.857285)","(0.35329288, 0.81438255)","(0.49604565, 0.74222994)","(0.46022615, 0.74690473)","(0.5332652, 0.82492924)","(0.48884028, 0.8374361)","(0.6211872, 0.83412015)","(0.56974113, 0.8565728)","(0.50390625, 0.73046875)","(0.3515625, 0.3859375)",1
100_jpg.rf.c59b9ebc3182470f11142432b4c5ef83.jpg,"(0.29833657, 0.8407222)","(0.29719594, 0.82733375)","(0.28350964, 0.8367044)","(0.31207252, 0.80373317)","(0.0, 0.0)","(0.34792528, 0.8117384)","(0.2988884, 0.82664365)","(0.33234596, 0.9089688)","(0.2712977, 0.9064771)","(0.27713886, 0.97015965)","(0.23993191, 0.96555007)","(0.436884, 0.82282)","(0.40095586, 0.8312602)","(0.40741724, 0.91711694)","(0.37197742, 0.92084503)","(0.46750307, 0.9880188)","(0.40707034, 0.9719694)","(0.35078126, 0.8726562)","(0.3109375, 0.2546875)",1
100_jpg.rf.e244b80d9f2a7cec5dbf0c86a2660a27.jpg,"(0.514248, 0.20505738)","(0.52631223, 0.19294548)","(0.50142884, 0.19330546)","(0.5436486, 0.2008576)","(0.4839334, 0.20235796)","(0.561038, 0.28890395)","(0.46786237, 0.2897665)","(0.5891448, 0.40164575)","(0.44251108, 0.40384263)","(0.61529386, 0.5049165)","(0.4243906, 0.50557876)","(0.5379464, 0.49415818)","(0.4803813, 0.49366704)","(0.52783984, 0.6668765)","(0.4874522, 0.6640538)","(0.51813906, 0.81597006)","(0.4820048, 0.81380904)","(0.5179688, 0.5054687)","(0.2296875, 0.7265625)",0
1000_jpg.rf.d6121f664bcca651ebc3ca2fd7a95def.jpg,"(0.43967947, 0.27690738)","(0.45155054, 0.25948396)","(0.42403516, 0.26130086)","(0.48217946, 0.26086277)","(0.0, 0.0)","(0.5101743, 0.3518482)","(0.45810956, 0.34334987)","(0.5269984, 0.48807472)","(0.0, 0.0)","(0.5051095, 0.59507954)","(0.0, 0.0)","(0.526564, 0.56294096)","(0.49470845, 0.557905)","(0.5135798, 0.7360536)","(0.5058503, 0.7242891)","(0.5213486, 0.8925766)","(0.5108563, 0.8703555)","(0.49609375, 0.56171876)","(0.1796875, 0.7546875)",0
1002_jpg.rf.b44bd3a146047e1b5ad3494bba73451b.jpg,"(0.5407964, 0.21410434)","(0.54488814, 0.20849212)","(0.530809, 0.20799828)","(0.0, 0.0)","(0.509373, 0.21682458)","(0.54145956, 0.26548237)","(0.50301474, 0.26772457)","(0.5743996, 0.25149274)","(0.5205476, 0.25203305)","(0.0, 0.0)","(0.5265032, 0.21249504)","(0.53787297, 0.4332323)","(0.5140992, 0.4364965)","(0.52252406, 0.5531036)","(0.53434384, 0.571586)","(0.48457354, 0.6411825)","(0.52487355, 0.67538685)","(0.52421874, 0.446875)","(0.1234375, 0.55)",0
